,label,sentiment
0,1,0.006777360066833756
1,0,0.10088016150516153
2,1,0.0562578027465668
3,1,0.017497231450719828
4,1,-0.0125
5,0,0.1440359477124183
6,1,0.18365079365079365
7,0,0.07704573748691394
8,0,0.2030572643730539
9,0,0.04068001443001444
10,0,0.06010231177756949
11,0,0.06865616652850698
12,1,-0.10233426704014939
13,1,0.05190058479532163
14,1,0.07277577689925252
15,0,0.15700522303783176
16,0,0.04658529741863077
17,1,0.014473684210526317
18,1,0.08370829042855744
19,0,0.08529741863075196
20,1,0.1463405835357055
21,0,0.09090393733250877
22,0,0.008766233766233762
23,1,-0.06042663476874004
24,0,0.03765806561859193
25,1,0.07507694128787881
26,0,0.16654545454545452
27,1,0.16930476930476931
28,0,0.1223232323232323
29,0,0.08007199165881797
30,0,0.0513586956521739
31,1,0.12933535241674776
32,0,0.06791305646888171
33,0,0.11062090459631446
34,0,0.0983095238095238
35,0,0.011304035250463825
36,1,0.09545503755623813
37,1,0.0155703991623532
38,0,0.014444444444444446
39,0,0.15434569446617635
40,0,0.17474140825161238
41,1,0.18721759202096278
42,0,0.04813063063063063
43,1,0.1588383838383838
44,0,0.0215040010494556
45,0,0.06246897546897545
46,1,0.04763708513708513
47,1,0.0
48,0,0.05424430641821945
49,0,0.02832167832167832
50,1,0.2070584177727035
51,1,0.08605055658627088
52,0,0.10364312770562771
53,1,-0.07314814814814813
54,1,0.00714285714285714
55,1,0.19507940561311346
56,1,0.2466346153846154
57,1,0.14707840095008237
58,1,0.20185799489253445
59,0,0.13174437177154566
60,0,0.08628526645768024
61,1,0.2
62,0,0.04744451557831839
63,1,0.1196969696969697
64,0,0.12419883357383357
65,0,0.06916666666666667
66,1,0.13873917748917758
67,1,0.12635538097285118
68,0,0.03431818181818182
69,1,0.2128787878787879
70,1,0.11038302277432713
71,1,0.05092385492316241
72,0,0.11061539035676968
73,0,0.1081229569749978
74,0,0.05164555389965225
75,0,0.22164580588493638
76,1,0.008912655971479496
77,1,0.07865497076023391
78,0,0.02362135970090515
79,0,0.09921875000000001
80,0,0.08377259994907053
81,0,0.0
82,1,0.0
83,1,0.09680059523809524
84,0,0.0428148873185638
85,0,0.0817099567099567
86,1,0.5
87,0,0.06138265181939884
88,1,0.08347069597069598
89,0,0.07937086918568399
90,0,0.14524907459690067
91,1,0.11162131519274379
92,0,0.11336117586117585
93,1,0.05798466996920606
94,0,0.09967532467532465
95,0,0.03440277777777778
96,1,0.12899197722567288
97,0,0.18045021645021644
98,0,0.0361858753163101
99,0,0.08313894843021058
100,1,0.2
101,0,0.1448874634850245
102,0,0.05399305555555556
103,1,0.07873053451178451
104,0,0.05026672252478704
105,1,0.005235826001955021
106,0,0.027500000000000004
107,1,-0.12708333333333333
108,0,0.061017583239805454
109,0,0.04502461962988281
110,0,0.2004968642468643
111,0,0.14625
112,1,-0.12330898268398267
113,0,0.11748889052866328
114,1,0.08815524409583818
115,0,0.0439702380952381
116,0,0.025105469376302716
117,0,0.0938512628244771
118,0,0.061147186147186144
119,0,0.1006298331298331
120,1,0.0
121,1,0.14625068418171866
122,1,0.07715607199817727
123,0,0.04453947368421052
124,1,0.190625
125,1,-0.019865319865319864
126,1,0.07295643661282422
127,0,0.08648391898391904
128,0,0.027793238507524215
129,0,0.06312938912938913
130,0,0.13660714285714287
131,1,0.3476190476190476
132,0,0.1384041040658688
133,0,0.1003384372828817
134,1,0.05217391304347826
135,1,0.03796250918892428
136,0,-0.09107142857142858
137,1,0.1303129430955518
138,1,0.008527358527358513
139,0,0.09064814814814813
140,1,-0.057291666666666664
141,1,0.20864197530864198
142,1,0.0
143,1,0.07775950999355256
144,1,0.17464896214896214
145,1,0.12619318181818182
146,1,0.03663107263107263
147,0,0.030128205128205125
148,1,0.48888888888888893
149,0,0.041748566748566744
150,1,0.20275974025974025
151,1,-0.05044871794871794
152,0,0.09088966588966588
153,0,0.0002556284814349367
154,0,0.09460724263915754
155,0,0.061481372163190356
156,1,0.018570289359763046
157,0,0.050010252904989755
158,0,-0.07221124286341679
159,1,0.053672385931157855
160,0,0.022493768857405224
161,1,-0.025715416065416087
162,1,0.3416666666666666
163,1,0.0
164,1,-0.12246376811594202
165,0,0.04835644581407294
166,0,0.11622898325145514
167,0,0.055218715393133985
168,0,-0.05
169,1,0.0
170,1,0.12484880315762668
171,0,0.0876984126984127
172,1,0.07965367965367966
173,1,0.0
174,0,0.05671717171717172
175,1,-0.04351851851851853
176,0,0.05740460612619704
177,1,0.020243736759694198
178,1,0.12389646691533487
179,1,0.08864795918367349
180,0,0.03477132435465769
181,0,0.09262613604718868
182,0,0.04792673571154585
183,0,0.03295697293360844
184,1,0.053971411730032434
185,0,0.10285118628141882
186,1,-0.00833333333333333
187,0,0.12555621693121694
188,0,-0.05937499999999999
189,1,0.06858342744212313
190,1,-0.02857142857142857
191,0,0.10455437609948166
192,1,0.0592128178335075
193,1,0.18107326007326008
194,1,0.057784240299577724
195,1,0.00567956349206349
196,1,0.16
197,1,-0.014508077749995862
198,1,0.14982975825672454
199,0,0.10964000120250118
200,0,0.07036228956228956
201,1,0.1282005321067821
202,0,0.07655322293671808
203,1,0.045779220779220774
204,1,-0.018819143819143833
205,0,0.06639209555876223
206,0,0.19352058531746028
207,1,0.08942987829780281
208,0,0.09441024343621747
209,1,0.0
210,1,0.04826038159371495
211,0,0.06099517766184433
212,1,-0.08683261183261182
213,0,0.40054112554112553
214,1,0.14607843137254903
215,1,0.0895548476680552
216,1,0.0
217,0,0.1275412858746192
218,0,0.14674688057040997
219,0,0.09325659189295554
220,0,0.057312409812409836
221,1,0.003524831649831666
222,0,0.10270755170755169
223,1,-0.0788888888888889
224,0,0.035755212948195385
225,0,0.1548076923076923
226,1,0.20666666666666664
227,0,0.00714319800933974
228,1,0.0374091850178807
229,1,0.0
230,0,0.083641975308642
231,1,0.07424242424242425
232,0,0.07681543255131966
233,1,0.13333333333333333
234,0,0.09950922919672917
235,1,-0.01612554112554113
236,1,-0.043145743145743154
237,0,-0.023006089955242507
238,1,0.05655594405594406
239,1,0.11462907688517446
240,0,0.1352468787251396
241,0,0.17169347697756793
242,1,-0.022077922077922075
243,0,-0.11098484848484848
244,0,0.11015625000000001
245,0,0.114519422019422
246,0,0.015426997245179071
247,0,0.10551409618573798
248,1,0.09109694974056673
249,0,0.036158486760896405
250,1,0.010784313725490187
251,0,0.09285067287784679
252,0,0.05866402116402115
253,1,0.005555555555555551
254,1,-0.02158301767676767
255,0,0.12727272727272726
256,0,0.20195461104552015
257,1,0.0
258,0,0.12307201225740555
259,0,0.06909290271132376
260,1,0.019875748636810582
261,1,0.0
262,0,0.16574719420609826
263,0,0.14085948773448773
264,0,0.08331492003367004
265,0,0.06104667249162664
266,1,0.14106799285370716
267,1,0.019999999999999997
268,0,0.13779193495580053
269,0,0.09406671759612935
270,0,0.17767034552748842
271,0,0.08572166105499439
272,0,-0.05744813417035641
273,1,0.28615857826384145
274,0,0.07811138731060607
275,0,0.09999999999999999
276,1,0.17171923314780455
277,1,0.048397640306122446
278,1,0.11078269215061672
279,1,0.07456309122975788
280,0,0.007647907647907656
281,1,0.16805555555555557
282,0,0.06607142857142857
283,1,0.11797180993609564
284,1,0.03868895999330781
285,1,0.05437420022325683
286,0,0.05179019457245264
287,0,0.13636363636363635
288,1,-0.032499999999999994
289,0,0.09665823608758392
290,1,0.0625
291,0,0.06601674641148325
292,1,0.02283670033670034
293,0,0.10103305785123967
294,1,0.20794895774515335
295,1,0.0
296,0,0.05330086580086579
297,0,0.2902988215488216
298,0,0.11271075876658403
299,1,0.19126984126984126
300,0,0.1155357142857143
301,0,0.17748810024851694
302,0,0.0008928571428571549
303,0,0.03834661201682478
304,1,-0.031011971567527143
305,0,0.05526767676767677
306,0,0.060138146167557936
307,1,0.08641666666666666
308,0,0.08054371310950258
309,1,0.062223985890652554
310,0,-0.02365029606408918
311,0,0.13248635912698414
312,1,0.08446969696969696
313,0,0.09068585967082204
314,0,0.18614532019704436
315,0,0.2037202380952381
316,0,0.024793388429752063
317,1,0.2459341397849462
318,1,0.005047730047730057
319,1,0.07614621489621488
320,0,0.14748323698922514
321,0,0.07231925162959646
322,1,0.3518998579545455
323,0,0.10316225749559084
324,1,0.05855328798185939
325,0,0.002297850958565248
326,0,-0.05000000000000001
327,0,0.08971207013242413
328,0,0.08726701241552726
329,0,0.08042329545454545
330,0,0.08579425204425203
331,0,0.13188114915387644
332,0,0.022406704406704406
333,1,0.0914006734006734
334,0,0.03936781609195402
335,1,-0.035694887471203265
336,1,0.8
337,1,0.029834656084656085
338,1,0.04638545048701298
339,0,-0.05423749692042378
340,0,0.19934210526315793
341,1,0.23914141414141413
342,0,0.037599681020733654
343,1,0.09337474120082813
344,1,0.021050833494863336
345,1,0.0
346,0,0.0770661976911977
347,1,0.1044547750229568
348,1,-0.0038706025774991356
349,0,0.15284377659377663
350,1,0.04838588588588588
351,0,0.20133715986394557
352,0,0.36925647451963234
353,1,0.13422619047619047
354,0,0.042952905680178406
355,0,0.07285760834147932
356,1,0.025925925925925918
357,0,0.14744613623923963
358,0,-0.08807043650793647
359,0,0.08298745993436255
360,1,0.1630026977853064
361,1,0.03400537634408602
362,1,0.11581632653061226
363,1,0.10549242424242422
364,1,-0.028899835796387524
365,0,0.09732763268477553
366,0,0.03350605433214125
367,1,0.09076879910213242
368,0,0.09332553934405788
369,0,0.003499278499278497
370,0,0.16466787181072892
371,1,0.0
372,1,1.0
373,1,0.12031249999999999
374,0,0.07692307692307693
375,0,0.1946755651755652
376,1,0.030282114888856498
377,0,0.06157407407407408
378,1,0.18972768222768224
379,1,0.15753549072211043
380,0,0.06407674304015769
381,0,0.043750000000000004
382,1,-0.08760330578512397
383,1,-0.028375381449151953
384,1,0.017980313337456196
385,1,-0.12569444444444444
386,0,0.022395833333333334
387,0,0.13294266708900856
388,1,0.175
389,0,0.11765635680109365
390,0,0.1373122625673646
391,1,0.11422348484848484
392,1,0.007449494949494928
393,1,0.2161954365079365
394,0,0.11715678560122998
395,0,-0.04772727272727273
396,0,0.06289682539682542
397,1,0.055373792873792876
398,1,0.12207773825608223
399,1,0.03614045528939145
400,0,0.06678387888914204
401,0,0.08867857142857144
402,0,0.054871632996632995
403,0,0.05270197966827181
404,0,0.061719795356159
405,1,0.07758832565284181
406,1,0.07223484848484849
407,1,-0.05
408,0,0.051280878513021357
409,1,0.09629695391414145
410,1,0.07058229352347
411,0,0.06158746556473827
412,0,0.03399831649831649
413,0,0.024019734019734017
414,0,0.1186923046512087
415,1,0.04286075036075036
416,1,-0.012820512820512813
417,0,0.007121212121212121
418,0,0.11383401686033266
419,0,0.19238095238095237
420,1,0.08061660561660561
421,1,0.03804181929181929
422,1,0.05742753623188405
423,0,0.13743456602499154
424,0,-0.06460227272727273
425,0,0.11488215488215489
426,0,-0.02244505494505494
427,0,0.27298063973063974
428,1,0.12766955266955268
429,0,0.13228279392565104
430,1,0.225
431,0,0.1444479289649744
432,1,-0.05
433,1,0.1287948933782267
434,1,0.20249999999999999
435,1,0.0
436,0,-0.04624183006535948
437,0,0.11998726784910993
438,1,0.046301717408274795
439,0,0.0726410984848485
440,0,0.10234122602543656
441,0,0.061308202640439485
442,1,-0.023717948717948713
443,1,0.052345423936333034
444,1,0.07551652892561983
445,0,0.03664336665625325
446,0,0.13901098901098902
447,0,0.02702621452621452
448,0,0.1982142857142857
449,1,0.06629279294633623
450,1,0.16507936507936508
451,0,0.11339508266747068
452,1,0.09912121212121215
453,0,0.1837310606060606
454,0,0.06043450812472551
455,0,0.10977182539682538
456,1,0.21398809523809523
457,0,0.019284639710171636
458,1,0.16574074074074072
459,0,0.06976517193498323
460,1,0.1538220551378446
461,0,0.2166170634920635
462,0,0.0880451464045214
463,0,0.040275119617224873
464,1,0.0805985790491361
465,1,0.15313460693895478
466,1,0.141912839575883
467,1,-0.02583333333333333
468,0,0.002238095238095233
469,0,0.16972152309361613
470,1,0.0
471,1,0.052221634954193095
472,0,0.024090608465608464
473,0,0.16632686897838414
474,1,0.02066761363636364
475,1,-0.04479166666666667
476,1,0.1285733427570162
477,0,-0.09910714285714287
478,1,0.04705094737758052
479,1,0.19722222222222222
480,1,1.0
481,1,-0.0011574074074074095
482,1,0.0525357744107744
483,1,0.13636363636363635
484,0,-0.022727272727272728
485,1,0.0
486,0,0.15680555555555556
487,0,0.08225823396876028
488,1,-0.0007886002886002851
489,1,0.06844919786096257
490,1,-0.05119047619047618
491,0,0.044548869195095604
492,1,0.0
493,1,0.015285204991087346
494,0,0.053156565656565666
495,1,-0.03311251920122888
496,0,0.30274971941638606
497,1,0.08157507127019323
498,1,0.12302507836990595
499,1,0.0
500,0,0.09568022255522261
501,1,0.05760602678571429
502,1,0.06927361373194715
503,0,0.08156300398947457
504,1,-0.10401234567901234
505,0,0.12087272727272728
506,1,-0.1486111111111111
507,0,0.0893037518037518
508,1,0.06921717171717172
509,0,-0.057720937598986374
510,0,0.04704537612146307
511,1,0.07956349206349207
512,1,-0.028594771241830064
513,1,-0.14285714285714285
514,1,0.0
515,0,0.08560668258944121
516,0,0.07585978835978836
517,0,-0.013288288288288297
518,0,0.12555489101541734
519,1,0.0
520,1,0.06228282828282829
521,0,0.057542182789707554
522,0,0.17437633914906636
523,0,0.16173536838978014
524,0,0.18991384432560898
525,0,0.024122185154295248
526,0,0.06000763941940412
527,0,0.06585088132840941
528,0,0.13594902749832327
529,1,0.043856669986552826
530,0,0.10952380952380951
531,0,0.021590448317952593
532,1,0.12187500000000001
533,1,0.1621153621153621
534,0,0.14892197485054634
535,1,0.375
536,1,-0.010574776785714283
537,1,0.3666666666666667
538,0,0.04475108225108225
539,1,0.11255934925289764
540,1,0.1333065503520049
541,1,0.0
542,1,0.04089757017176373
543,1,0.5083333333333333
544,0,0.19264842300556587
545,0,0.14512304070727983
546,0,0.17620772946859906
547,1,-0.15555555555555559
548,1,0.05477120535714287
549,0,0.08210470085470085
550,1,0.005864333406706289
551,0,0.1006095145988763
552,1,0.13239730128028002
553,1,0.0
554,1,0.034779116465863444
555,1,-0.3355631510416666
556,0,0.06447124304267163
557,1,-0.04028679653679654
558,1,0.07444907622139768
559,0,0.06681297097963765
560,1,0.08261234071093229
561,0,0.11969027835963318
562,1,-0.2
563,1,0.02564807741278329
564,1,0.06319444444444446
565,0,0.002717074592074586
566,1,-0.0939950980392157
567,1,-0.65
568,0,0.014414414414414415
569,1,0.21443396226415098
570,1,0.0685956925636641
571,1,0.061538461538461535
572,1,0.19833152958152955
573,1,0.0
574,0,0.1081195443900362
575,1,-0.14666666666666667
576,0,0.20095238095238094
577,1,0.31183712121212115
578,1,0.15625
579,1,0.09293154761904762
580,1,0.0
581,1,-0.015267903392903393
582,1,0.08915366066681855
583,0,0.09539527932385072
584,0,0.11156670390541358
585,1,0.0
586,1,0.095112363127069
587,1,-0.125
588,1,0.06266666666666666
589,0,0.10659400123685837
590,1,0.10007896015549077
591,0,0.04171875
592,1,0.0
593,0,0.10687704108756738
594,1,0.044909771876064014
595,0,-0.012197734925007656
596,1,0.04027777777777777
597,0,0.018981876332622587
598,0,0.14496700879765398
599,0,0.20943562610229277
600,0,-0.05073696145124715
601,1,0.00014393939393942513
602,0,0.051968232537539454
603,1,0.13666666666666666
604,0,0.11538511579495188
605,0,0.14791666666666667
606,1,0.06995967463387674
607,0,0.058135981665393424
608,1,0.11482993197278912
609,0,0.079120636747219
610,0,0.13523119392684613
611,1,0.16193948412698408
612,1,0.07862399505256647
613,1,0.09458333333333334
614,1,0.25
